,purchase_bins_encoded,weekday_encoded,email_text_encoded,email_version_encoded,user_country_encoded,hour
51984,3,5,1,1,0,8
44516,0,0,0,0,0,14
22806,0,6,1,1,0,15
16887,3,2,1,1,1,8
84993,0,0,1,0,0,3
88083,0,5,1,1,0,11
86688,3,1,1,1,3,10
57014,3,1,1,1,1,14
61166,3,0,0,0,0,10
49273,0,2,1,1,0,10
32591,0,1,1,1,0,8
97451,3,4,0,0,0,15
11200,3,1,0,0,0,9
45983,3,0,0,0,3,17
85775,0,5,1,0,0,6
3057,0,5,1,1,0,6
41343,3,3,1,1,0,6
3544,0,1,1,1,0,15
39214,3,3,1,0,0,18
71516,0,5,0,1,1,3
79152,3,5,0,1,2,7
18461,0,6,0,1,0,2
82093,0,2,0,1,1,18
31052,0,0,0,1,0,12
86155,0,2,1,1,0,14
34066,3,0,1,1,1,12
44900,0,2,1,1,0,7
92159,0,6,0,1,1,10
54731,3,3,0,0,1,6
23697,0,2,0,1,0,2
40973,0,3,1,0,3,17
25043,3,5,1,0,0,4
18909,3,5,1,0,0,15
69269,0,1,0,1,0,14
66904,0,2,0,0,0,9
14747,0,3,1,0,0,11
53080,0,1,1,0,1,11
83533,0,5,1,1,2,5
13693,0,5,0,1,1,6
14596,0,6,0,0,1,6
9808,0,3,1,0,0,9
31707,0,4,1,0,0,13
37538,0,6,1,1,0,14
42566,0,5,1,1,1,12
70093,0,2,0,0,0,10
95787,0,6,0,1,0,5
28544,0,4,1,0,1,12
27502,0,1,1,0,0,12
21528,3,6,1,1,2,1
46434,0,2,0,1,0,3
85252,0,5,0,0,0,10
67193,0,6,0,1,0,19
94743,0,3,0,0,0,17
72338,3,0,0,1,1,10
87720,3,3,1,0,1,8
70383,0,1,1,0,0,12
19422,0,5,0,0,2,7
23266,0,6,1,0,0,9
8046,0,3,1,1,0,12
22835,3,4,0,1,3,1
73114,0,0,1,1,0,11
9778,3,6,0,0,0,6
98475,0,2,1,1,2,6
87499,0,3,0,0,0,9
64611,0,5,0,0,1,3
4319,0,1,1,0,0,18
14067,0,1,1,0,2,6
60110,0,4,0,0,0,10
51004,3,1,0,0,2,6
59948,3,3,1,1,0,17
99364,0,0,0,0,0,17
55451,0,5,0,0,0,11
37709,0,6,0,1,2,13
28677,0,0,0,1,3,10
36335,3,5,1,1,0,15
95111,3,6,0,0,0,7
50977,0,3,1,0,0,9
62347,0,2,1,0,1,17
54819,3,4,0,0,2,9
57932,3,5,0,0,3,16
4587,0,0,1,1,0,13
67249,0,6,1,1,0,15
27311,0,5,1,1,0,12
81358,0,5,0,0,0,7
3592,0,0,0,0,1,12
81792,0,1,1,1,2,9
50655,0,4,1,1,0,10
26220,0,1,1,0,0,6
19670,0,6,1,0,0,12
22850,0,2,1,1,0,9
96499,1,3,1,0,0,14
23136,3,4,1,1,0,8
86791,1,3,1,0,0,12
42686,0,2,0,0,3,9
96262,0,6,0,0,1,7
98619,0,3,0,1,3,7
96343,0,2,1,0,0,13
98490,0,2,0,0,1,10
54064,0,1,1,1,0,11
29171,3,2,1,1,0,11
15428,0,4,0,1,0,8
86143,0,3,0,0,0,16
5716,3,0,0,0,0,8
78348,0,4,1,1,0,10
46510,0,5,1,0,1,13
74118,0,2,0,1,0,14
62575,3,3,1,1,3,5
37030,0,1,0,1,1,8
50355,3,6,0,1,2,14
64834,0,3,1,0,0,3
85272,3,3,0,0,0,11
22163,0,4,1,0,0,10
96417,0,3,0,1,0,1
99907,0,1,0,0,0,6
74609,3,1,0,1,2,12
43177,0,3,0,0,3,14
51388,0,4,1,0,3,15
21248,0,2,0,0,0,10
59543,0,6,1,1,3,9
3859,0,3,1,1,1,8
67967,3,3,0,0,1,10
31018,1,1,1,1,0,2
27538,0,2,1,0,0,10
60598,0,6,1,0,2,22
37639,0,2,1,0,1,1
39761,0,6,1,1,2,14
50654,3,0,1,1,2,15
72079,0,2,1,1,0,14
39834,0,0,1,0,0,13
78605,0,5,0,0,0,5
26912,0,4,1,1,0,3
66883,3,6,1,0,0,10
58649,0,3,1,1,1,1
65979,0,2,0,0,2,14
72173,0,5,1,1,0,6
46938,0,6,1,1,0,6
91130,3,4,0,0,1,15
21823,0,1,0,0,0,15
67027,0,2,0,0,0,16
17556,0,1,0,1,2,9
35310,0,2,0,1,3,11
96650,0,2,1,1,3,7
83064,0,4,1,1,1,8
51619,0,5,1,0,0,8
75368,0,3,1,1,0,12
46121,0,4,1,1,0,7
22401,0,4,1,0,0,7
26650,0,1,1,0,0,8
28835,3,5,1,1,0,13
66456,3,2,0,0,0,15
63745,3,1,0,1,0,8
19534,0,2,0,0,3,9
91178,0,0,0,1,1,13
27216,0,4,0,1,1,10
70723,0,3,1,1,0,3
77416,0,0,0,1,0,1
93968,0,6,1,0,2,5
2042,0,2,1,0,0,6
37117,0,1,1,0,1,13
95481,0,1,1,0,0,9
5819,0,4,0,1,0,5
81908,0,3,1,1,1,9
62068,0,2,0,0,3,7
9293,0,3,1,0,1,10
38567,0,2,1,1,3,3
58122,0,6,0,0,0,8
95164,0,1,1,0,1,3
72885,0,6,1,0,3,3
96073,0,2,1,1,0,4
15288,3,3,1,1,3,9
34426,0,6,0,1,0,5
28870,0,4,1,1,1,5
988,3,3,1,0,0,2
25796,3,6,1,1,0,12
94260,0,2,1,0,2,9
29282,0,5,1,1,1,4
75692,3,6,0,1,0,4
98267,0,5,1,1,0,9
30865,0,6,1,1,1,12
81295,0,3,0,1,0,4
8090,0,5,0,0,0,8
4215,0,0,0,0,0,11
83477,0,2,0,1,0,4
26316,0,1,1,1,3,14
41445,0,1,1,0,1,11
93720,0,0,0,0,0,5
22577,1,5,1,0,1,8
99480,0,0,1,0,1,18
21332,3,0,1,0,0,12
38500,0,1,0,1,1,11
63387,0,6,0,0,1,12
85520,0,2,1,1,3,6
41415,0,4,0,1,0,1
92299,0,3,1,0,0,6
8659,3,1,1,0,1,13
12230,0,0,1,0,1,10
34617,0,3,1,0,1,16
65597,0,5,0,0,0,7
41199,0,6,0,0,0,6
13331,0,1,1,0,3,1
38964,3,0,0,1,0,4
5437,3,6,1,1,0,13
21509,0,5,0,1,1,1
75256,0,6,0,1,0,2
47266,0,6,1,1,0,10
75165,0,1,1,0,1,8
19818,0,4,1,1,3,3
59866,1,3,1,0,0,14
56427,0,6,1,1,3,10
59856,0,5,0,1,0,8
52363,0,1,1,1,0,3
70325,1,2,0,1,1,13
87759,0,5,0,1,0,18
85452,0,1,0,0,1,11
80421,0,6,0,1,0,8
7569,0,0,1,1,0,11
78941,0,2,1,0,0,2
26715,0,1,0,1,0,6
81157,3,1,1,1,3,9
91477,0,3,1,1,0,18
92087,0,1,1,0,1,12
23208,0,0,0,1,0,2
98801,0,0,0,1,3,13
72668,0,3,0,1,0,11
52427,3,3,1,0,0,14
43451,0,5,0,1,0,15
55234,0,5,1,0,0,2
90185,0,3,1,1,0,1
86183,3,5,0,0,3,13
69510,3,6,0,0,3,6
44404,0,2,1,0,0,17
26478,0,1,0,1,1,2
52432,0,6,0,0,2,11
27957,0,4,1,1,2,16
9147,3,1,1,1,0,10
18001,0,6,0,1,0,6
55435,0,3,0,1,1,14
22955,0,3,0,0,0,10
97504,0,5,0,1,0,9
2959,0,1,1,1,0,5
78408,0,1,1,1,3,12
74899,0,0,0,0,2,7
70493,3,2,1,1,1,13
70542,0,3,1,1,2,7
1182,0,0,0,1,1,12
96748,3,0,1,0,1,7
73065,0,3,1,1,0,8
35026,0,5,1,1,0,7
78936,0,2,0,0,2,4
46185,0,4,1,0,0,11
33269,0,0,1,0,0,8
3399,0,5,0,1,0,9
66504,0,2,0,1,0,12
94018,0,1,1,0,2,12
45808,3,4,0,1,0,5
9140,3,5,0,0,0,12
26888,0,5,1,1,0,11
31641,0,1,1,0,3,3
20315,0,3,0,0,0,8
1927,3,2,1,0,0,11
75595,0,3,0,1,2,11
45291,0,5,1,1,0,10
96743,0,0,1,0,3,4
51888,0,0,0,1,1,5
52514,0,1,0,1,1,12
29256,0,1,0,1,1,15
98310,0,1,0,1,0,9
4481,3,6,1,1,3,3
61870,0,0,0,0,1,8
96622,0,0,1,1,0,6
89705,0,3,0,0,1,5
6793,0,5,1,0,0,4
66384,0,4,0,1,1,10
76538,0,4,0,0,0,8
19044,0,2,1,1,3,14
92802,0,4,0,1,0,3
97702,0,1,0,1,3,8
10852,0,3,1,0,3,7
51528,3,3,1,1,2,6
61116,0,2,0,0,0,6
40991,3,1,0,0,0,9
63742,0,5,0,0,1,8
11640,0,6,1,1,0,6
98736,0,1,1,1,0,4
57457,0,1,1,0,0,9
798,3,1,1,1,0,8
31098,3,0,1,1,1,8
64824,3,5,0,1,3,8
10381,0,6,1,1,0,12
86981,0,1,0,0,0,4
36312,0,6,1,1,0,9
88995,3,2,0,0,0,1
71476,0,5,1,1,0,15
62491,0,4,0,0,0,15
10898,0,5,1,0,1,8
42878,0,4,1,0,2,21
44112,0,5,0,0,1,6
20166,0,5,1,0,2,7
8202,0,0,1,1,1,6
4979,0,2,0,1,0,12
21127,0,0,1,0,0,11
45874,0,3,0,0,2,4
64152,3,6,1,0,0,11
77654,0,3,1,1,0,9
82422,3,1,1,1,0,13
25583,0,1,0,1,3,13
59306,1,2,1,1,0,11
62529,0,2,0,1,0,8
72077,0,5,1,1,0,10
71493,0,0,1,1,3,12
58413,3,2,1,0,0,11
1304,0,1,0,1,2,15
82900,0,5,0,0,0,8
65250,3,4,1,1,0,9
31323,0,4,0,1,0,11
61535,0,1,1,0,0,3
7872,0,1,0,1,0,1
39977,0,1,0,1,0,6
45108,3,6,0,0,0,4
34322,0,4,0,0,0,5
68897,3,1,1,1,3,11
54526,0,0,0,1,0,9
61113,0,2,0,0,0,8
25759,0,6,0,0,1,9
24472,3,2,1,0,0,16
43336,0,6,0,0,0,6
28434,0,6,1,0,0,20
3415,0,5,1,0,3,15
48641,0,5,0,0,0,14
6270,0,3,1,1,0,8
43604,0,2,1,1,1,6
54989,0,4,1,0,3,2
10937,1,6,1,0,1,8
7975,0,4,0,1,1,8
11909,0,2,0,0,0,8
59759,3,6,0,1,0,7
10269,0,1,0,0,1,2
57884,0,5,1,1,2,9
61110,0,0,1,0,1,11
22243,0,5,1,1,0,13
31889,0,0,0,0,0,5
13370,0,0,0,1,0,20
90206,0,3,0,0,0,6
20625,0,6,0,1,0,8
11840,3,1,0,0,0,17
14855,0,2,1,1,0,7
79946,0,3,1,1,0,6
46843,0,3,0,1,0,5
57538,0,1,1,1,0,4
76370,0,4,0,1,0,11
61023,3,2,0,0,0,7
1653,0,0,1,0,0,12
43647,0,6,1,1,1,1
57382,0,5,1,1,0,4
74706,3,4,1,0,0,7
93113,0,1,1,0,0,13
60308,0,2,1,1,0,14
47913,0,1,1,1,0,10
62703,3,5,1,0,2,3
35890,0,2,0,0,0,9
72651,0,3,0,1,0,5
28851,3,1,0,0,1,10
28203,0,6,0,1,0,12
87502,0,0,1,1,3,2
96225,0,1,0,1,0,12
22639,0,3,1,0,1,11
5749,0,1,0,1,2,5
25109,0,0,0,0,0,6
58699,3,5,1,1,0,18
96851,0,1,1,1,0,12
22020,0,5,0,1,1,9
67969,0,1,1,1,0,8
71463,0,3,0,0,2,5
28024,0,2,0,0,2,13
43808,0,5,0,1,0,3
8909,0,4,1,0,0,2
47805,0,0,1,1,0,7
66229,0,6,1,1,0,9
67782,0,5,0,0,3,3
11882,0,2,1,0,0,12
41665,3,6,0,1,0,9
59921,3,5,1,0,0,12
23512,0,3,0,1,3,14
94492,0,3,1,0,0,11
55534,0,1,1,1,2,12
321,2,3,0,1,0,4
94262,0,2,0,1,3,5
94211,0,2,1,1,1,4
90531,0,3,0,1,0,5
71736,0,6,1,1,0,13
64155,0,1,0,0,0,13
70947,0,3,0,1,1,5
81234,0,2,1,1,3,7
62387,0,1,1,0,1,5
86297,0,6,0,1,0,8
90372,0,4,0,1,0,5
53681,0,0,0,0,0,4
69697,0,0,0,1,0,11
79676,0,1,0,0,0,5
11077,0,0,0,1,2,12
16964,0,3,0,0,0,7
9903,0,1,0,1,3,6
70511,0,5,0,1,2,4
24781,0,6,0,0,3,5
9203,0,4,0,1,1,11
38893,0,0,1,0,3,12
29565,0,5,0,0,0,10
31190,3,4,1,0,0,15
43149,0,5,1,0,0,18
36182,0,6,0,0,0,10
8452,3,0,1,1,3,8
86413,0,3,1,0,0,8
3662,0,0,0,1,0,6
54348,0,5,1,0,1,7
2828,0,4,1,0,0,10
77132,0,0,0,0,1,8
76078,0,2,0,0,1,1
78634,0,5,0,0,1,7
11902,3,6,1,0,0,13
90932,0,6,0,0,2,11
32849,0,3,1,1,3,2
67933,3,3,1,1,0,16
2496,0,0,0,1,0,8
37748,3,0,1,1,1,10
79134,3,2,0,1,0,14
14952,0,6,1,1,0,2
38922,0,1,0,0,0,8
46619,0,4,0,0,0,7
54995,3,6,0,1,0,7
3555,0,0,0,0,2,7
54777,0,0,1,1,1,5
74019,0,2,1,1,0,4
43129,0,3,0,1,1,2
77862,0,1,0,0,0,6
46289,0,6,0,1,0,15
78948,1,0,0,1,0,6
75329,0,2,1,1,3,8
72999,0,5,1,0,0,6
28810,0,1,0,1,1,3
70122,1,4,0,1,0,3
39391,0,0,1,1,0,4
47498,0,6,0,0,0,6
30507,1,3,1,1,3,4
52088,3,3,0,1,2,3
41576,3,3,1,1,1,11
24202,0,1,1,0,0,5
55902,0,4,1,1,0,6
9032,0,2,1,1,0,12
84816,0,6,1,0,0,13
28959,1,3,1,1,0,9
73591,3,3,1,0,1,11
89947,3,0,0,1,0,6
72218,0,3,0,1,3,7
28929,3,2,0,1,1,15
96025,0,3,0,1,0,7
27606,0,3,1,1,1,9
54932,0,2,0,1,3,4
71642,0,3,0,1,1,11
52928,0,5,1,1,0,2
77697,0,5,0,0,1,12
39787,0,5,0,0,1,9
88381,0,5,0,0,0,7
94104,0,6,0,0,1,10
15533,0,1,0,1,0,8
35690,0,6,1,1,3,16
16444,0,4,1,0,0,5
40673,0,3,0,1,0,19
27992,0,2,1,0,0,17
86933,3,6,0,1,0,16
13514,0,6,1,1,0,10
59597,0,3,0,1,0,5
48662,0,2,0,1,0,8
66907,0,6,1,1,0,4
56098,3,5,1,1,1,8
91921,0,2,1,0,0,10
66596,3,2,0,0,0,7
44938,0,4,1,1,0,7
66594,0,1,0,0,0,4
51882,3,2,1,1,3,9
27761,0,5,1,1,3,7
76367,0,6,0,1,0,2
92217,0,6,0,0,0,13
7059,0,6,0,1,2,6
93450,3,5,1,1,0,10
29942,0,1,0,1,1,9
1104,0,3,1,1,2,4
99097,0,1,0,1,0,14
7536,3,5,1,0,3,6
11717,0,0,0,1,0,12
31464,0,2,0,0,1,12
45450,3,5,1,0,0,7
94577,0,4,1,0,3,8
67957,0,6,1,0,0,5
28384,0,2,0,1,0,17
93324,3,1,1,1,0,2
36045,0,3,0,1,0,3
27911,0,5,1,1,3,2
92329,0,2,1,1,3,19
46403,0,1,0,1,0,4
19433,0,6,1,0,1,16
96883,0,1,0,1,0,7
57078,3,6,1,0,1,8
99902,3,5,1,0,0,12
29047,0,0,0,1,0,10
76772,0,0,1,0,1,9
14365,0,3,0,0,2,8
38427,3,6,1,1,0,14
3299,0,6,1,0,3,1
68209,3,3,0,1,0,5
94526,0,4,1,0,0,7
51228,0,4,0,0,0,16
38941,0,0,0,1,0,6
10191,3,4,0,1,0,11
52284,3,4,1,1,0,10
41640,0,1,1,1,0,7
80435,1,4,1,1,0,12
1130,0,4,0,1,2,5
40780,3,3,1,0,0,9
63229,3,5,1,0,2,4
4142,0,4,0,0,1,9
22706,0,1,0,1,1,10
4631,3,5,0,1,0,5
11839,3,1,1,1,0,12
12222,3,3,1,1,1,12
63592,0,0,1,1,0,2
72073,0,0,1,0,2,10
86273,0,0,1,0,0,9
60269,0,3,1,1,3,9
97265,0,0,0,0,1,4
91155,3,6,1,0,1,14
25247,0,1,0,0,3,8
13654,0,5,1,1,0,5
56000,0,1,0,1,0,16
83603,0,0,1,1,0,4
45246,0,6,1,0,3,12
10323,0,5,1,1,0,2
48462,0,1,1,0,0,18
21606,0,2,0,0,1,1
87577,0,3,1,1,0,5
98015,0,6,1,0,2,15
11508,0,0,1,1,0,12
72144,0,5,1,0,0,9
97847,0,0,0,1,1,5
9905,3,4,0,1,3,2
56188,0,1,1,0,0,6
35223,0,0,0,1,3,8
16976,0,1,1,1,0,1
69267,0,4,1,1,0,15
32279,3,1,1,1,1,16
36688,0,2,1,1,3,18
44879,0,1,0,1,1,8
53987,3,5,0,0,0,11
56257,0,3,1,1,2,5
69190,0,0,1,1,0,15
16301,0,0,1,0,0,11
16416,3,0,1,1,2,10
57704,1,1,0,1,1,4
61765,0,0,0,1,2,11
64158,0,5,0,0,1,8
42527,0,1,1,0,0,10
12930,0,5,1,1,3,7
73996,0,4,1,1,0,1
57717,0,6,1,1,1,10
65318,3,4,0,0,3,11
75567,3,1,1,0,0,9
84926,0,5,0,0,2,1
93847,0,5,0,1,1,1
89920,3,6,1,0,0,3
13166,3,3,1,1,1,6
52528,3,0,1,1,0,14
98320,0,0,1,1,0,11
39141,0,2,1,1,0,2
56391,0,0,0,1,0,8
50289,0,0,0,1,1,4
85131,0,3,0,0,2,11
58038,0,2,0,0,0,7
15664,0,2,1,1,0,10
68873,3,5,0,0,0,8
30182,1,5,0,0,0,12
45682,3,1,1,0,0,5
44970,3,6,1,1,0,16
50448,0,5,0,0,1,11
27513,0,2,0,0,0,13
29281,0,2,0,0,0,14
20732,3,4,1,0,0,6
55195,0,3,0,0,0,5
61967,0,4,0,0,0,7
32079,3,6,1,1,0,12
60265,0,4,1,0,0,11
87662,0,5,1,1,0,1
85220,0,6,0,0,0,12
13277,0,0,0,0,0,6
66601,3,2,1,0,1,10
98573,0,2,1,1,0,8
50300,3,5,0,1,1,12
55553,3,0,1,1,0,15
13489,3,0,0,1,0,9
93262,1,6,0,1,1,9
31969,0,5,1,1,0,11
15371,0,4,0,1,3,7
46940,0,6,1,1,0,2
37767,0,0,1,1,0,13
73085,0,3,0,0,0,10
95926,0,6,1,1,3,7
92097,0,3,0,1,0,13
87711,0,3,0,1,2,5
19402,1,5,0,1,0,15
24464,0,1,0,0,0,10
76725,0,2,1,0,0,6
31862,0,6,0,0,0,12
98934,0,3,0,1,0,10
51043,0,5,1,0,0,16
7342,0,3,0,0,3,14
37448,0,4,1,0,0,14
4692,3,0,1,0,0,16
96656,0,2,1,1,1,7
83333,0,4,0,0,1,15
72245,0,6,0,0,0,20
69495,3,3,1,0,0,10
21002,0,5,0,1,1,11
98915,0,6,1,0,0,2
37015,0,1,1,0,3,9
66516,0,2,0,0,0,12
48524,0,6,0,1,0,5
61614,0,0,1,1,0,7
74576,0,5,0,1,1,8
52953,0,4,0,0,3,13
26493,0,0,1,1,1,2
47788,0,0,0,1,1,13
17831,1,3,0,1,3,1
47927,0,1,0,0,0,13
78512,0,6,0,1,1,5
11597,0,4,1,1,2,6
89116,3,2,1,0,0,9
39710,0,0,0,1,1,13
43899,0,1,0,0,1,12
12906,0,3,1,1,0,14
15310,0,4,1,1,0,12
45512,0,3,1,0,0,7
80599,3,4,0,0,0,16
55911,0,6,0,1,0,10
40356,3,3,1,1,0,13
47316,0,6,0,1,0,16
94548,0,6,0,1,0,2
35439,0,0,1,1,0,4
42725,0,6,1,1,1,7
88427,0,5,1,1,1,14
32685,1,3,1,0,1,14
38115,0,4,1,0,1,6
81576,3,0,1,0,0,11
80265,3,6,1,1,0,9
33489,0,2,1,1,3,1
91413,3,6,0,0,1,10
76275,3,1,1,0,0,5
5454,3,4,0,0,2,6
46120,3,0,1,1,0,16
40697,3,3,1,0,3,3
80487,0,4,1,0,2,4
66439,0,0,1,0,0,4
54735,0,4,0,0,3,9
72193,0,1,1,0,1,17
67959,0,6,1,0,0,20
74799,0,0,1,0,2,11
3940,0,4,1,0,0,7
34945,0,0,0,1,1,11
55225,2,4,1,0,0,12
2584,0,6,1,1,3,14
49428,0,1,1,0,2,10
40288,0,0,0,0,0,7
58791,0,0,1,1,1,11
52406,3,1,0,0,0,13
61505,0,1,0,0,0,15
37667,0,0,0,1,1,4
41757,3,1,1,0,0,15
13897,0,6,0,1,1,8
29491,0,1,0,0,0,10
95793,3,6,1,0,1,3
99662,0,2,1,0,0,11
65914,0,5,1,1,1,13
89616,3,3,1,1,1,9
31177,0,1,1,1,1,5
44470,0,0,0,1,0,5
55236,0,3,0,1,0,8
96861,0,4,0,0,1,6
23922,3,4,0,1,1,18
93654,0,4,0,0,1,16
40648,0,4,0,1,1,4
92950,0,0,0,0,0,6
38806,3,1,0,1,0,19
95082,0,5,0,1,0,8
32728,0,6,1,1,0,2
20037,0,0,0,0,0,9
66821,0,4,1,0,0,16
16415,0,2,0,1,0,13
84403,0,1,1,1,1,6
53837,0,6,1,1,3,16
57287,0,3,0,0,1,19
34636,0,6,1,0,0,10
69647,0,6,1,1,3,10
23140,0,3,0,1,0,14
95299,3,2,1,0,1,10
16305,0,0,0,0,2,9
55777,0,6,1,1,3,13
13170,0,6,0,0,0,10
86771,3,1,1,0,0,7
30881,0,3,1,0,0,3
90989,3,3,0,1,0,10
44321,0,2,1,1,0,14
36916,0,0,1,0,1,10
2301,3,6,0,1,0,5
17308,0,3,1,1,0,1
43919,0,1,1,0,1,8
27187,3,3,1,0,1,4
79249,0,1,0,1,0,2
91888,0,5,1,0,0,1
99807,0,5,1,1,0,4
42448,0,0,1,1,0,10
12772,0,4,1,1,1,10
74785,3,6,1,0,2,5
12882,3,0,1,1,0,10
58057,0,3,0,0,0,11
73108,0,4,0,0,0,11
90097,0,0,0,0,0,7
45771,0,4,1,0,2,4
51993,0,6,0,1,3,5
99745,0,1,0,1,0,8
8434,0,5,1,1,0,6
70883,3,2,1,0,0,5
88940,0,3,1,0,0,11
77569,0,3,1,0,0,14
86561,3,6,0,1,0,14
33114,0,2,0,0,1,1
90832,0,6,0,0,0,6
90886,3,0,0,0,0,12
65236,0,6,0,1,0,10
73710,0,4,1,0,0,9
25302,3,5,1,1,1,3
82437,3,4,1,1,1,5
1538,0,3,1,0,0,9
28589,3,1,1,1,0,9
39790,3,1,0,0,0,3
30758,0,1,1,1,0,5
97649,0,5,1,1,0,2
88242,0,5,1,0,0,12
32544,0,1,0,1,1,3
90220,0,6,1,1,0,6
34732,3,2,1,1,0,7
2105,0,6,1,0,3,6
57640,0,5,1,1,0,5
22256,0,6,0,1,0,7
21054,2,2,0,1,0,11
96528,0,2,1,1,0,6
438,3,1,1,1,0,4
68377,0,0,1,0,0,21
12486,3,6,1,0,0,8
68170,0,5,1,0,0,7
67663,0,5,1,0,1,12
40687,0,5,1,1,0,15
72155,0,5,1,1,0,5
9993,0,6,1,0,2,7
40848,0,0,1,1,0,8
740,0,4,1,0,0,4
7772,0,3,1,0,3,7
66872,3,2,1,1,0,5
26564,0,2,1,0,1,8
57285,0,6,1,1,0,8
75115,0,1,1,1,0,1
9323,1,2,1,1,0,2
83388,0,5,1,0,2,10
63198,0,6,0,0,1,5
56467,0,2,1,1,1,10
14301,3,3,1,0,0,7
51786,0,5,0,0,0,11
20740,0,3,1,1,0,3
5744,0,4,0,1,0,7
53646,0,6,1,1,0,9
49563,0,0,0,1,0,15
9433,0,2,0,1,0,5
97612,0,1,1,0,1,7
77727,0,6,1,1,1,5
96328,0,1,0,1,0,6
2259,0,3,0,1,0,5
94277,0,4,0,1,0,5
43390,0,2,0,1,1,7
53586,0,6,1,1,0,10
48275,0,2,0,0,0,6
4574,0,1,0,0,1,2
66036,0,0,0,0,3,10
89394,0,2,0,0,0,12
96592,0,6,0,1,0,9
98576,0,3,0,1,2,6
45519,0,1,0,0,0,6
27116,0,2,0,1,3,9
32260,3,1,1,1,0,7
81040,0,0,0,1,0,16
45969,1,5,0,1,0,9
28323,1,6,1,1,0,11
17310,0,0,1,1,0,5
22678,0,6,1,0,0,2
13595,3,6,0,0,1,11
93922,3,0,1,0,2,11
37029,3,0,1,0,3,7
31797,1,0,1,1,0,8
80032,0,6,0,0,0,21
70358,3,1,0,1,0,11
80516,0,2,0,1,0,4
67650,3,6,1,0,0,20
12350,0,5,0,0,0,5
73942,0,5,1,1,3,2
13503,0,4,0,0,0,4
52936,0,4,0,0,0,1
82756,0,0,0,1,3,4
92762,0,2,1,1,0,9
11969,0,6,0,0,0,9
96408,0,5,0,1,0,7
18124,0,6,0,0,2,8
99367,0,3,0,1,0,7
98296,0,3,1,0,0,10
75669,3,3,0,1,3,8
23495,3,0,1,0,0,7
15459,3,4,1,1,2,17
37582,3,4,0,1,0,12
55431,3,5,1,0,0,11
43674,0,5,0,0,0,14
95993,0,0,1,0,1,3
41232,3,2,0,0,0,13
78914,0,4,1,0,2,16
61608,0,4,0,0,1,14
85496,0,1,0,0,0,3
92821,0,5,1,1,0,10
30044,0,2,0,0,3,14
20475,0,0,0,1,0,2
46728,3,2,1,0,1,5
55746,0,1,0,1,1,11
34083,0,4,0,1,0,17
9390,0,3,1,1,2,8
75011,0,6,0,1,2,5
58364,0,6,1,1,2,11
86939,3,4,1,1,0,19
9915,0,4,1,1,0,10
39172,0,5,0,1,2,16
68071,0,0,0,0,1,4
24028,0,2,0,0,1,2
49148,0,6,0,1,0,18
34425,0,2,1,1,1,5
98263,0,4,0,1,0,5
54508,3,3,1,1,3,18
52431,0,0,1,0,2,12
70573,3,2,1,0,1,6
49654,3,3,0,0,1,4
56311,0,1,1,1,1,15
1319,0,6,1,0,0,15
85471,0,5,1,1,0,12
251,3,6,0,0,2,4
1429,3,0,1,1,0,5
83115,0,3,1,0,0,13
53274,0,4,0,1,0,11
3633,3,6,1,0,1,13
24817,3,6,0,1,0,10
87202,1,2,1,0,2,5
37951,0,2,1,0,0,13
18532,0,2,0,0,0,12
83223,0,5,1,0,0,14
47760,0,6,0,0,0,3
79125,3,4,1,0,0,8
36991,0,6,1,1,0,6
64007,0,0,1,0,3,7
6694,0,5,0,1,0,13
83953,0,1,1,0,0,1
67336,0,1,0,1,0,6
41517,0,6,1,1,0,7
83932,3,0,1,1,0,13
78316,1,1,1,0,0,1
38873,3,1,0,0,0,5
98756,0,1,0,1,3,8
15528,1,6,0,1,0,9
5453,3,0,1,1,0,12
47609,0,1,1,0,0,7
16937,3,4,0,1,0,7
47968,0,5,0,0,0,2
3865,3,5,1,0,2,9
99637,0,1,1,1,1,4
95127,0,2,0,1,1,11
93710,0,2,0,0,0,10
24097,0,0,0,0,3,12
35967,3,1,1,1,3,16
12059,3,6,0,1,0,12
9605,0,5,0,0,3,9
75649,3,2,0,1,0,3
28771,3,6,1,0,3,11
57693,0,1,1,1,1,12
45870,3,6,1,1,0,7
52490,0,1,1,0,0,3
71160,0,0,0,0,0,8
92128,3,2,0,1,0,9
81658,0,2,1,0,0,6
47677,0,1,1,1,1,16
70985,0,0,0,0,0,2
83639,1,6,1,1,2,12
9874,0,3,0,0,0,5
62415,0,1,0,1,0,11
12401,0,4,0,0,0,10
78452,0,3,0,1,0,15
13668,0,4,1,1,0,5
63190,0,1,0,0,0,7
21232,0,2,1,1,0,19
75253,3,2,1,0,0,10
37679,0,4,1,1,0,8
89912,0,4,0,0,0,14
91072,3,1,0,1,0,10
516,3,2,0,1,1,14
49034,0,1,0,1,1,5
45769,0,6,1,1,1,12
11606,3,2,1,0,0,13
64732,0,4,1,0,0,4
77157,3,4,0,1,0,16
65398,0,0,0,1,0,16
28768,3,3,1,1,0,2
80762,1,2,1,1,3,6
5739,1,2,0,1,3,12
71809,0,6,0,1,0,10
95834,3,0,1,1,1,23
14083,1,4,1,0,3,15
65049,0,3,1,1,0,11
10154,0,0,1,0,0,7
2331,1,3,0,1,0,7
3788,0,3,0,0,0,13
71835,1,2,1,1,0,3
10353,0,5,0,1,0,17
6740,0,3,1,0,1,14
